input_cif_name,property,trend,prompt,origin_prop_value
mp-549720_sg_5_formula_NbI2O.cif,band gap,decrease,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_NbI2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.93794605
_cell_length_b   7.58408436
_cell_length_c   8.17005179
_cell_angle_alpha   104.73768722
_cell_angle_beta   103.93646956
_cell_angle_gamma   90.02934535
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbI2O
_chemical_formula_sum   'Nb2 I4 O2'
_cell_volume   228.53381646
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.03029179  0.29252151  0.00063623  1.0
  Nb  Nb1  1  0.02984030  0.70749779  0.99943379  1.0
  I  I2  1  0.85122169  0.41634714  0.69949765  1.0
  I  I3  1  0.87324273  0.93277350  0.75308972  1.0
  I  I4  1  0.12037365  0.06692625  0.24645936  1.0
  I  I5  1  0.15090528  0.58375440  0.30064941  1.0
  O  O6  1  0.50335546  0.28776518  0.00071872  1.0
  O  O7  1  0.50277010  0.71241322  0.99951712  1.0

 Your goal: modify the CIF file accordingly to decrease the band gap.",0.842599999999999
mp-550070_sg_5_formula_NbBr2O.cif,band gap,decrease,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_NbBr2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.92237750
_cell_length_b   7.06102318
_cell_length_c   7.46907643
_cell_angle_alpha   104.61070109
_cell_angle_beta   105.27556480
_cell_angle_gamma   89.99233088
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbBr2O
_chemical_formula_sum   'Nb2 Br4 O2'
_cell_volume   192.61378742
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.00842811  0.71407122  0.99954691  1.0
  Nb  Nb1  1  0.00918168  0.28592769  0.00043733  1.0
  Br  Br2  1  0.92296142  0.93237680  0.74420585  1.0
  Br  Br3  1  0.89447536  0.41823497  0.69711224  1.0
  Br  Br4  1  0.19855419  0.58201658  0.30277636  1.0
  Br  Br5  1  0.17893889  0.06755587  0.25600632  1.0
  O  O6  1  0.53948520  0.72026401  0.99888866  1.0
  O  O7  1  0.54077416  0.27954985  0.00102633  1.0

 Your goal: modify the CIF file accordingly to decrease the band gap.",0.9038
mp-552185_sg_161_formula_AgNO3.cif,band gap,decrease,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_AgNO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.20176848
_cell_length_b   6.20168496
_cell_length_c   6.20168693
_cell_angle_alpha   49.08953044
_cell_angle_beta   49.08691654
_cell_angle_gamma   49.08856255
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AgNO3
_chemical_formula_sum   'Ag2 N2 O6'
_cell_volume   125.10450403
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.99658301  0.99654992  0.99655336  1.0
  Ag  Ag1  1  0.49653529  0.49655383  0.49658726  1.0
  N  N2  1  0.22297904  0.22306326  0.22306707  1.0
  N  N3  1  0.72303754  0.72305146  0.72297607  1.0
  O  O4  1  0.66413008  0.99176169  0.51141723  1.0
  O  O5  1  0.49169870  0.16408355  0.01155259  1.0
  O  O6  1  0.51150091  0.66410847  0.99168150  1.0
  O  O7  1  0.99173699  0.51140594  0.66412393  1.0
  O  O8  1  0.16411448  0.01146882  0.49174686  1.0
  O  O9  1  0.01148297  0.49175107  0.16409512  1.0

 Your goal: modify the CIF file accordingly to decrease the band gap.",1.853899999999999
mp-553961_sg_13_formula_ScNbO4.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_ScNbO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.84276548
_cell_length_b   5.12754786
_cell_length_c   5.72821920
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.88261831
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScNbO4
_chemical_formula_sum   'Sc2 Nb2 O8'
_cell_volume   142.22346586
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.50000000  0.75000000  0.68038646  1.0
  Sc  Sc1  1  0.50000000  0.25000000  0.31961354  1.0
  Nb  Nb2  1  0.00000000  0.25000000  0.81623399  1.0
  Nb  Nb3  1  0.00000000  0.75000000  0.18376601  1.0
  O  O4  1  0.78082266  0.56484335  0.89323544  1.0
  O  O5  1  0.21917734  0.93515665  0.89323544  1.0
  O  O6  1  0.78082266  0.06484335  0.10676456  1.0
  O  O7  1  0.26545937  0.90807128  0.38648021  1.0
  O  O8  1  0.73454063  0.09192872  0.61351979  1.0
  O  O9  1  0.21917734  0.43515665  0.10676456  1.0
  O  O10  1  0.26545937  0.40807128  0.61351979  1.0
  O  O11  1  0.73454063  0.59192872  0.38648021  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",3.3026
mp-557993_sg_15_formula_BiO2.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_BiO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.19641501
_cell_length_b   5.58875410
_cell_length_c   6.72331161
_cell_angle_alpha   106.84537019
_cell_angle_beta   112.73363109
_cell_angle_gamma   90.00000212
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BiO2
_chemical_formula_sum   'Bi4 O8'
_cell_volume   170.96578386
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Bi  Bi0  1  0.73344327  0.25000000  0.00000000  1.0
  Bi  Bi1  1  0.26655673  0.75000000  -0.00000000  1.0
  Bi  Bi2  1  0.00000000  -0.00000000  0.50000000  1.0
  Bi  Bi3  1  0.50000000  0.50000000  0.50000000  1.0
  O  O4  1  0.32305956  0.01989284  0.81283750  1.0
  O  O5  1  0.11370006  0.64818856  0.35226067  1.0
  O  O6  1  0.88629994  0.35181144  0.64773933  1.0
  O  O7  1  0.76143940  0.85181144  0.64773933  1.0
  O  O8  1  0.23856060  0.14818856  0.35226067  1.0
  O  O9  1  0.48977893  0.51989284  0.81283750  1.0
  O  O10  1  0.51022107  0.48010716  0.18716250  1.0
  O  O11  1  0.67694044  0.98010716  0.18716250  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",1.1596
mp-559200_sg_227_formula_Cd(InS2)2.cif,band gap,decrease,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_Cd(InS2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.72593262
_cell_length_b   7.72593262
_cell_length_c   7.72593262
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cd(InS2)2
_chemical_formula_sum   'Cd2 In4 S8'
_cell_volume   326.09020339
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cd  Cd0  1  0.50000000  0.50000000  0.50000000  1.0
  Cd  Cd1  1  0.75000000  0.75000000  0.75000000  1.0
  In  In2  1  0.12500000  0.12500000  0.62500000  1.0
  In  In3  1  0.12500000  0.12500000  0.12500000  1.0
  In  In4  1  0.12500000  0.62500000  0.12500000  1.0
  In  In5  1  0.62500000  0.12500000  0.12500000  1.0
  S  S6  1  0.88462103  0.88462103  0.34613692  1.0
  S  S7  1  0.34613692  0.88462103  0.88462103  1.0
  S  S8  1  0.88462103  0.34613692  0.88462103  1.0
  S  S9  1  0.36537897  0.36537897  0.36537897  1.0
  S  S10  1  0.88462103  0.88462103  0.88462103  1.0
  S  S11  1  0.90386308  0.36537897  0.36537897  1.0
  S  S12  1  0.36537897  0.90386308  0.36537897  1.0
  S  S13  1  0.36537897  0.36537897  0.90386308  1.0

 Your goal: modify the CIF file accordingly to decrease the band gap.",1.050399999999999
mp-561664_sg_19_formula_TeF4.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_TeF4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.27243883
_cell_length_b   6.19096135
_cell_length_c   9.31712309
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TeF4
_chemical_formula_sum   'Te4 F16'
_cell_volume   304.12454740
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Te  Te0  1  0.14713253  0.99793450  0.62163188  1.0
  Te  Te1  1  0.35286747  0.00206550  0.12163188  1.0
  Te  Te2  1  0.64713253  0.50206550  0.37836812  1.0
  Te  Te3  1  0.85286747  0.49793450  0.87836812  1.0
  F  F4  1  0.71021873  0.23352506  0.94303177  1.0
  F  F5  1  0.06078344  0.86226285  0.04395618  1.0
  F  F6  1  0.56078344  0.63773715  0.95604382  1.0
  F  F7  1  0.41302857  0.70402759  0.24856435  1.0
  F  F8  1  0.14945749  0.04061425  0.28289910  1.0
  F  F9  1  0.35054251  0.95938575  0.78289910  1.0
  F  F10  1  0.64945749  0.45938575  0.71710090  1.0
  F  F11  1  0.43921656  0.13773715  0.54395618  1.0
  F  F12  1  0.08697143  0.29597241  0.74856435  1.0
  F  F13  1  0.85054251  0.54061425  0.21710090  1.0
  F  F14  1  0.93921656  0.36226285  0.45604382  1.0
  F  F15  1  0.28978127  0.73352506  0.55696823  1.0
  F  F16  1  0.58697143  0.20402759  0.25143565  1.0
  F  F17  1  0.78978127  0.76647494  0.44303177  1.0
  F  F18  1  0.91302857  0.79597241  0.75143565  1.0
  F  F19  1  0.21021873  0.26647494  0.05696823  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",4.0186
mp-567278_sg_44_formula_Sr(Si3N4)2.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_Sr(Si3N4)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.81194240
_cell_length_b   6.54738524
_cell_length_c   6.54738333
_cell_angle_alpha   73.97619708
_cell_angle_beta   68.44030830
_cell_angle_gamma   68.44030152
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sr(Si3N4)2
_chemical_formula_sum   'Sr1 Si6 N8'
_cell_volume   176.03798115
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.34347384  0.50000000  0.50000000  1.0
  Si  Si1  1  0.01235939  0.04268758  0.63632757  1.0
  Si  Si2  1  0.69137554  0.36367243  0.95731242  1.0
  Si  Si3  1  0.01235939  0.63632757  0.04268758  1.0
  Si  Si4  1  0.69137554  0.95731242  0.36367243  1.0
  Si  Si5  1  0.48647556  0.87278133  0.87278133  1.0
  Si  Si6  1  0.23203722  0.12721867  0.12721867  1.0
  N  N7  1  0.78598327  0.29072637  0.70927363  1.0
  N  N8  1  0.40389139  0.98372726  0.62037686  1.0
  N  N9  1  0.88817151  0.81683157  0.81683157  1.0
  N  N10  1  0.00799551  0.01627274  0.37962314  1.0
  N  N11  1  0.78598327  0.70927363  0.29072637  1.0
  N  N12  1  0.40389139  0.62037686  0.98372726  1.0
  N  N13  1  0.00799551  0.37962314  0.01627274  1.0
  N  N14  1  0.52183465  0.18316843  0.18316843  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",3.2079
mp-567666_sg_194_formula_Ba3BiN.cif,band gap,decrease,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_Ba3BiN
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.72798537
_cell_length_b   7.72798476
_cell_length_c   6.77933811
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99999362
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba3BiN
_chemical_formula_sum   'Ba6 Bi2 N2'
_cell_volume   350.63115470
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.15809635  0.84190365  0.25000000  1.0
  Ba  Ba1  1  0.84190365  0.68380831  0.75000000  1.0
  Ba  Ba2  1  0.31619169  0.15809635  0.75000000  1.0
  Ba  Ba3  1  0.84190365  0.15809635  0.75000000  1.0
  Ba  Ba4  1  0.68380831  0.84190365  0.25000000  1.0
  Ba  Ba5  1  0.15809635  0.31619169  0.25000000  1.0
  Bi  Bi6  1  0.33333300  0.66666700  0.75000000  1.0
  Bi  Bi7  1  0.66666700  0.33333300  0.25000000  1.0
  N  N8  1  -0.00000000  0.00000000  0.00000000  1.0
  N  N9  1  -0.00000000  0.00000000  0.50000000  1.0

 Your goal: modify the CIF file accordingly to decrease the band gap.",0.6466000000000001
mp-567771_sg_44_formula_Ba(Si3N4)2.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_Ba(Si3N4)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.84255204
_cell_length_b   6.59949978
_cell_length_c   6.59949910
_cell_angle_alpha   73.98558991
_cell_angle_beta   68.47618219
_cell_angle_gamma   68.47618883
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba(Si3N4)2
_chemical_formula_sum   'Ba1 Si6 N8'
_cell_volume   180.07127826
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.16672363  -0.00000000  -0.00000000  1.0
  Si  Si1  1  0.81268493  0.54008351  0.13811836  1.0
  Si  Si2  1  0.49088680  0.45991649  0.86188164  1.0
  Si  Si3  1  0.49088680  0.86188164  0.45991649  1.0
  Si  Si4  1  0.81268493  0.13811836  0.54008351  1.0
  Si  Si5  1  0.01851674  0.62853786  0.62853786  1.0
  Si  Si6  1  0.27559147  0.37146214  0.37146214  1.0
  N  N7  1  0.98433137  0.31773284  0.31773284  1.0
  N  N8  1  0.50238540  0.11870263  0.47746912  1.0
  N  N9  1  0.09855714  0.88129737  0.52253088  1.0
  N  N10  1  0.70735660  0.78397066  0.21602934  1.0
  N  N11  1  0.50238540  0.47746912  0.11870263  1.0
  N  N12  1  0.09855714  0.52253088  0.88129737  1.0
  N  N13  1  0.70735660  0.21602934  0.78397066  1.0
  N  N14  1  0.61979605  0.68226716  0.68226716  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",3.2602
mp-568346_sg_59_formula_HfBrN.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_HfBrN
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.55823524
_cell_length_b   4.10403067
_cell_length_c   8.90516558
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HfBrN
_chemical_formula_sum   'Hf2 Br2 N2'
_cell_volume   130.04308186
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.75000000  0.25000000  0.09608702  1.0
  Hf  Hf1  1  0.25000000  0.75000000  0.90391298  1.0
  Br  Br2  1  0.75000000  0.75000000  0.67111341  1.0
  Br  Br3  1  0.25000000  0.25000000  0.32888659  1.0
  N  N4  1  0.75000000  0.75000000  0.03404800  1.0
  N  N5  1  0.25000000  0.25000000  0.96595200  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",2.1298
mp-568469_sg_2_formula_Ca4TiN4.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_Ca4TiN4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.98416738
_cell_length_b   6.02358300
_cell_length_c   8.97972950
_cell_angle_alpha   71.67327669
_cell_angle_beta   79.46258877
_cell_angle_gamma   68.01418844
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ca4TiN4
_chemical_formula_sum   'Ca8 Ti2 N8'
_cell_volume   284.13965142
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.23534515  0.95451874  0.60717960  1.0
  Ca  Ca1  1  0.77408415  0.57770167  0.17626194  1.0
  Ca  Ca2  1  0.73752813  0.22872504  0.98085612  1.0
  Ca  Ca3  1  0.27111296  0.51939776  0.42711726  1.0
  Ca  Ca4  1  0.76465485  0.04548126  0.39282040  1.0
  Ca  Ca5  1  0.22591585  0.42229833  0.82373806  1.0
  Ca  Ca6  1  0.72888704  0.48060224  0.57288274  1.0
  Ca  Ca7  1  0.26247187  0.77127496  0.01914388  1.0
  Ti  Ti8  1  0.71582131  0.84793307  0.75598347  1.0
  Ti  Ti9  1  0.28417869  0.15206693  0.24401653  1.0
  N  N10  1  0.97040895  0.70874663  0.60939605  1.0
  N  N11  1  0.51213063  0.17588115  0.63693536  1.0
  N  N12  1  0.02959105  0.29125337  0.39060395  1.0
  N  N13  1  0.51832594  0.63469434  0.80402962  1.0
  N  N14  1  0.11617452  0.16841184  0.07320792  1.0
  N  N15  1  0.48786937  0.82411885  0.36306464  1.0
  N  N16  1  0.48167406  0.36530566  0.19597038  1.0
  N  N17  1  0.88382548  0.83158816  0.92679208  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",1.5392
mp-569450_sg_38_formula_LiB6C.cif,band gap,decrease,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_LiB6C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.69220026
_cell_length_b   5.30065006
_cell_length_c   5.30065020
_cell_angle_alpha   115.74340563
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiB6C
_chemical_formula_sum   'Li2 B12 C2'
_cell_volume   118.75126325
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.50000000  0.52631807  0.11339325  1.0
  Li  Li1  1  0.50000000  0.11339325  0.52631807  1.0
  B  B2  1  0.81703377  0.25783804  0.25783804  1.0
  B  B3  1  0.69361145  0.90199112  0.09786558  1.0
  B  B4  1  0.69361145  0.09786558  0.90199112  1.0
  B  B5  1  0.18343855  0.74346202  0.74346202  1.0
  B  B6  1  -0.00000000  0.33267686  0.99370008  1.0
  B  B7  1  0.30638855  0.09786558  0.90199112  1.0
  B  B8  1  -0.00000000  0.00776442  0.66948373  1.0
  B  B9  1  -0.00000000  0.99370008  0.33267686  1.0
  B  B10  1  0.30638855  0.90199112  0.09786558  1.0
  B  B11  1  0.18296623  0.25783804  0.25783804  1.0
  B  B12  1  -0.00000000  0.66948373  0.00776442  1.0
  B  B13  1  0.81656145  0.74346202  0.74346202  1.0
  C  C14  1  0.64621923  0.50187604  0.50187604  1.0
  C  C15  1  0.35378077  0.50187604  0.50187604  1.0

 Your goal: modify the CIF file accordingly to decrease the band gap.",1.392199999999999
